Name,Hash,Id,Tag,Tier,Type,Source,Equippable,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Armor2.0,Locked,Equipped,Year,Season,Event,Mobility,Resilience,Recovery,Discipline,Intellect,Strength,Total,Custom,Mobility (Base),Resilience (Base),Recovery (Base),Discipline (Base),Intellect (Base),Strength (Base),Total (Base),Custom (Base),Seasonal Mod,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6
Holdfast Robes,119457531,"""6917529202061041348""",junk,Legendary,Chest Armor,seasonpass,Warlock,1054,1360,Arc Energy Capacity,2,Vault,true,false,false,3,11,,2,7,18,16,8,7,58,41,2,7,18,16,8,7,58,41,legacy,,Upgrade Armor*,,,,,,
Iron Remembrance Vest,92135663,"""6917529188461681924""",junk,Legendary,Chest Armor,ironbanner,Hunter,1050,1310,Void Energy Capacity,1,Vault,true,false,false,3,10,,2,14,14,2,12,16,60,0,2,14,14,2,12,16,60,0,legacy,,Iron Precious*,Change Energy Type*,,,,,
Dreambane Gauntlets,925079356,"""6917529169607151311""",archive,Legendary,Gauntlets,moon,Titan,1054,1060,Void Energy Capacity,10,Vault,true,false,false,3,8,,9,14,20,8,15,11,77,29,7,12,8,6,13,9,55,29,legacy,,Recovery Mod*,Submachine Gun Loader*,Submachine Gun Loader*,Valkyrie Zero*,Upgrade Armor*,Northlight Gauntlets*,
Knucklehead Radar,1321354572,"""6917529153332015805""",,Exotic,Helmet,,Hunter,1050,,Solar Energy Capacity,7,Vault,true,true,false,1,1,,23,7,2,12,2,18,64,0,23,7,2,12,2,18,64,0,combatstyle,,Upgrade Armor*,Upgraded Sensor Pack*,,,,,
Holdfast Grips,3750210364,"""6917529203441093748""",junk,Legendary,Gauntlets,seasonpass,Hunter,1058,1360,Solar Energy Capacity,4,Vault,true,false,false,3,11,,2,11,18,16,7,6,60,0,2,11,18,16,7,6,60,0,legacy,,Upgrade Armor*,,,,,,
Shadow's Strides,1107067065,"""6917529198497250612""",junk,Legendary,Leg Armor,crownofsorrow,Hunter,1050,1360,Solar Energy Capacity,2,Vault,true,false,false,3,11,,2,12,16,6,10,15,61,0,2,12,16,6,10,15,61,0,legacy,,Imperial Opulence*,Upgrade Armor*,,,,,
Sovereign Grips,198912077,"""6917529200565961149""",junk,Legendary,Gauntlets,nm,Hunter,1054,1310,Arc Energy Capacity,2,Vault,true,false,false,3,10,,6,6,19,14,7,9,61,0,6,6,19,14,7,9,61,0,legacy,,Global Reach*,Upgrade Armor*,,,,,
Dreambane Gauntlets,925079356,"""6917529204010056811""",archive,Legendary,Gauntlets,moon,Titan,1060,1060,Arc Energy Capacity,10,Vault,true,false,false,3,8,,4,13,20,8,19,8,72,30,2,11,13,6,17,6,55,30,legacy,,Minor Recovery Mod*,Hand Cannon Loader*,Hand Cannon Loader*,Upgrade Armor*,,,
Holdfast Mask,3097544525,"""6917529205728439080""",junk,Legendary,Helmet,seasonpass,Hunter,1050,1360,Arc Energy Capacity,2,Vault,true,false,false,3,11,,12,13,6,26,2,2,61,0,12,13,6,26,2,2,61,0,legacy,,Upgrade Armor*,,,,,,
Claws of Ahamkara,3288917178,"""6917529197757273907""",keep,Exotic,Gauntlets,,Warlock,1050,,Void Energy Capacity,9,Vault,true,true,false,1,3,,7,8,17,9,6,15,62,41,7,8,17,9,6,15,62,41,combatstyle,,Upgrade Armor*,The Whispers*,,,,,
Mask of the Quiet One,3883866764,"""6917529196746576244""",keep,Exotic,Helmet,,Titan,1050,,Void Energy Capacity,1,Vault,true,true,false,1,1,,7,9,16,2,20,8,62,33,7,9,16,2,20,8,62,33,combatstyle,,Change Energy Type*,Dreaded Visage*,,,,,
Ashen Wake,1734844650,"""6917529184409863282""",favorite,Exotic,Gauntlets,,Titan,1050,,Solar Energy Capacity,10,Vault,true,true,false,1,3,,23,6,11,15,4,15,74,26,21,4,9,13,2,13,62,26,combatstyle,,Upgrade Armor*,Bring the Heat*,,,,,
Holdfast Plate,1585947570,"""6917529200100235381""",junk,Legendary,Chest Armor,seasonpass,Titan,1052,1360,Solar Energy Capacity,2,Vault,true,false,false,3,11,,2,7,21,10,11,10,61,38,2,7,21,10,11,10,61,38,legacy,,Upgrade Armor*,,,,,,
Ophidia Spathe,978537162,"""6917529200915445012""",,Exotic,Chest Armor,,Hunter,1050,,Solar Energy Capacity,1,Vault,true,true,false,1,3,,8,9,17,11,2,18,65,0,8,9,17,11,2,18,65,0,combatstyle,,Change Energy Type*,Scissor Fingers*,,,,,
Cinder Pinion Cowl,1413409069,"""6917529236428590341""",,Legendary,Helmet,crucible,Hunter,1250,1410,Arc Energy Capacity,5,Vault,true,false,false,4,12,,9,2,20,13,2,12,58,0,9,2,20,13,2,12,58,0,combatstyle,,Upgrade Armor*,,,,,,
Khepri's Horn,2384488862,"""6917529178208245263""",keep,Exotic,Helmet,,Titan,1050,,Void Energy Capacity,9,Vault,true,true,false,1,2,,9,11,23,16,16,2,77,26,9,11,13,16,16,2,67,26,combatstyle,,Recovery Mod*,Valkyrie Zero*,Upgrade Armor*,Technoscarab*,Solar Rampart*,,
Ankaa Seeker IV,1299272338,"""6917529177018194145""",junk,Legendary,Helmet,crucible,Warlock,1050,1310,Arc Energy Capacity,3,Vault,true,false,false,3,10,,13,2,14,24,2,2,57,40,13,2,14,24,2,2,57,40,legacy,,Upgrade Armor*,,,,,,
Liar's Handshake,4165919945,"""6917529242498597539""",,Exotic,Gauntlets,,Hunter,1254,,Solar Energy Capacity,2,Vault,true,false,false,2,6,,16,14,2,10,14,6,62,0,16,14,2,10,14,6,62,0,combatstyle,,Upgrade Armor*,Cross Counter*,,,,,
Holdfast Greaves,1131831128,"""6917529206947271193""",junk,Legendary,Leg Armor,seasonpass,Titan,1059,1360,Arc Energy Capacity,3,Vault,true,false,false,3,11,,6,7,13,16,10,6,58,26,6,7,13,16,10,6,58,26,legacy,,Upgrade Armor*,,,,,,
Wormhusk Crown,3562696927,"""6917529241295929190""",,Exotic,Helmet,,Hunter,1250,,Arc Energy Capacity,6,Vault,true,false,false,1,3,,22,2,9,7,2,22,64,0,22,2,9,7,2,22,64,0,combatstyle,,Hands-On*,Hands-On*,Upgrade Armor*,Burning Souls*,,,
The Dragon's Shadow,2766109874,"""6917529141815303870""",favorite,Exotic,Chest Armor,,Hunter,1050,,Arc Energy Capacity,10,Vault,true,true,false,1,1,,5,14,30,4,11,22,86,0,3,12,18,2,9,20,64,0,combatstyle,wait,Recovery Mod*,Powerful Friends*,Horizon Blush*,Upgrade Armor*,Tiamat*,Wraithmetal Mail*,
Ashen Wake,1734844650,"""6917529125128299241""",keep,Exotic,Gauntlets,,Titan,1050,,Solar Energy Capacity,7,Vault,true,true,false,1,3,,10,11,10,21,6,2,60,23,10,11,10,21,6,2,60,23,combatstyle,,Auto Rifle Loader*,Upgrade Armor*,Bring the Heat*,,,,
Strides of the Great Hunt,1444894250,"""6917529185041029740""",junk,Legendary,Leg Armor,lastwish,Hunter,1059,1360,Void Energy Capacity,10,Vault,true,false,false,3,11,,22,13,11,10,18,10,84,0,10,11,9,8,16,8,62,0,legacy,,Mobility Mod*,Sniper Rifle Scavenger*,Sniper Rifle Scavenger*,Taken Barrier*,Upgrade Armor*,,
Sovereign Plate,908447143,"""6917529204004135167""",junk,Legendary,Chest Armor,nm,Titan,1050,1310,Void Energy Capacity,2,Vault,true,false,false,3,10,,8,2,17,7,2,18,54,37,8,2,17,7,2,18,54,37,legacy,,Upgrade Armor*,,,,,,
Holdfast Greaves,1131831128,"""6917529206648857299""",junk,Legendary,Leg Armor,seasonpass,Titan,1059,1360,Solar Energy Capacity,6,Vault,true,false,false,3,11,,7,20,6,12,9,12,66,38,7,20,6,12,9,12,66,38,legacy,,Upgrade Armor*,,,,,,
Felwinter's Helm,2822465023,"""6917529165221489066""",keep,Exotic,Helmet,,Warlock,1050,,Arc Energy Capacity,7,Vault,true,true,false,3,10,,6,6,19,13,6,10,60,42,6,6,19,13,6,10,60,42,combatstyle,,Special Ammo Finder*,Sword Ammo Finder*,Upgrade Armor*,Warlord's End*,,,
Cinder Pinion Cowl,1413409069,"""6917529242202092281""",,Legendary,Helmet,crucible,Hunter,1250,1410,Arc Energy Capacity,2,Vault,true,false,false,4,12,,2,18,8,25,2,2,57,0,2,18,8,25,2,2,57,0,combatstyle,e,Upgrade Armor*,,,,,,
Dreambane Greaves,310888006,"""6917529207463691773""",archive,Legendary,Leg Armor,moon,Titan,1060,1060,Void Energy Capacity,10,Vault,true,false,false,3,8,,15,4,13,4,13,15,64,26,13,2,11,2,11,13,52,26,legacy,,Upgrade Armor*,,,,,,
Lunafaction Boots,4136768282,"""6917529203687172658""",favorite,Exotic,Leg Armor,,Warlock,1059,,Arc Energy Capacity,10,Vault,true,true,false,1,1,,10,11,16,16,4,14,71,40,8,9,14,14,2,12,59,40,combatstyle,,Upgrade Armor*,Alchemical Etchings*,,,,,
Helm of the Emperor's Champion,2913992255,"""6917529186417407522""",junk,Legendary,Helmet,leviathan,Titan,1050,1360,Void Energy Capacity,6,Vault,true,false,false,3,11,,9,12,11,13,2,16,63,39,9,12,11,13,2,16,63,39,legacy,,Grenade Launcher Ammo Finder*,Grenade Launcher Ammo Finder*,New Age Black Armory*,Upgrade Armor*,,,
Simulator Legs,2401694485,"""6917529192154135838""",junk,Legendary,Leg Armor,fwc,Warlock,1050,1310,Solar Energy Capacity,3,Vault,true,false,false,3,10,,23,2,2,2,8,19,56,23,23,2,2,2,8,19,56,23,legacy,,Upgrade Armor*,,,,,,
Seventh Seraph Strides,1151338093,"""6917529235085410600""",,Legendary,Leg Armor,seasonpass,Hunter,1251,1310,Arc Energy Capacity,3,Vault,true,false,false,3,10,,2,20,7,2,16,8,55,0,2,20,7,2,16,8,55,0,legacy,,Upgrade Armor*,,,,,,
Insight Unyielding Helm,2112821379,"""6917529193489636458""",infuse,Legendary,Helmet,legendaryengram,Titan,1050,1360,Arc Energy Capacity,4,Vault,true,false,false,3,11,,7,15,9,26,2,2,61,26,7,15,9,26,2,2,61,26,legacy,,Upgrade Armor*,,,,,,
Holdfast Vest,2930001572,"""6917529206843733820""",junk,Legendary,Chest Armor,seasonpass,Hunter,1059,1360,Solar Energy Capacity,6,Vault,true,false,false,3,11,,16,12,6,6,19,8,67,0,16,12,6,6,19,8,67,0,legacy,,Upgrade Armor*,,,,,,
Geomag Stabilizers,121305948,"""6917529200915449314""",favorite,Exotic,Leg Armor,,Warlock,1050,,Solar Energy Capacity,10,Vault,true,true,false,2,4,,16,5,19,4,17,15,76,32,14,3,17,2,15,13,64,32,combatstyle,,Linear Fusion Rifle Scavenger*,Linear Fusion Rifle Scavenger*,Upgrade Armor*,Close Enough*,,,
Holdfast Vest,2930001572,"""6917529194729756333""",infuse,Legendary,Chest Armor,seasonpass,Hunter,1050,1360,Void Energy Capacity,9,Vault,true,true,false,3,11,,13,2,15,2,6,19,57,0,13,2,15,2,6,19,57,0,legacy,,Grenade Launcher Reserves*,Grenade Launcher Reserves*,Grasp of the Warmind*,Upgrade Armor*,,,
Holdfast Boots,674876967,"""6917529205379551324""",junk,Legendary,Leg Armor,seasonpass,Warlock,1059,1360,Solar Energy Capacity,6,Vault,true,false,false,3,11,,6,10,14,15,6,9,60,38,6,10,14,15,6,9,60,38,legacy,,Upgrade Armor*,,,,,,
Dreambane Robes,3692187003,"""6917529161600716040""",archive,Legendary,Chest Armor,moon,Warlock,1050,1060,Solar Energy Capacity,10,Vault,true,false,false,3,8,,8,9,13,19,4,8,61,34,6,7,11,17,2,6,49,34,legacy,,Fusion Rifle Reserves*,Fusion Rifle Reserves*,High-Energy Fire*,Amethyst Veil*,Upgrade Armor*,Northlight Robes*,
Iron Fellowship Vest,4039932861,"""6917529204908850114""",junk,Legendary,Chest Armor,ironbanner,Hunter,1050,1360,Solar Energy Capacity,2,Vault,true,false,false,3,11,,19,6,6,2,19,12,64,0,19,6,6,2,19,12,64,0,legacy,,Iron Vendetta*,Upgrade Armor*,,,,,
Dreambane Plate,2568538788,"""6917529205779660265""",archive,Legendary,Chest Armor,moon,Titan,1060,1060,Void Energy Capacity,10,Vault,true,false,false,3,8,,9,4,19,9,8,15,64,32,7,2,17,7,6,13,52,32,legacy,,Upgrade Armor*,,,,,,
Moonfang-X7 Rig,4121885325,"""6917529205485243435""",junk,Legendary,Chest Armor,prophecy,Hunter,1060,1360,Arc Energy Capacity,1,Vault,true,false,false,3,11,,12,8,9,22,6,6,63,0,12,8,9,22,6,6,63,0,legacy,,Change Energy Type*,,,,,,
Ancient Apocalypse Hood,1013137701,"""6917529141371064638""",junk,Legendary,Helmet,drifter,Warlock,1050,1260,Arc Energy Capacity,1,Vault,true,true,false,3,9,,2,2,25,2,2,23,56,50,2,2,25,2,2,23,56,50,legacy,,Gambit Leather*,Change Energy Type*,,,,,
Bladesmith's Memory Grips,2334017923,"""6917529196752341192""",junk,Legendary,Gauntlets,scourge,Hunter,1050,1360,Void Energy Capacity,10,Vault,true,false,false,3,11,,11,8,18,13,11,11,72,0,9,6,16,11,9,9,60,0,legacy,,Enhanced Grenade Launcher Loader*,Enhanced Grenade Launcher Loader*,Midnight Smith*,Upgrade Armor*,,,
Wing Discipline,3522021318,"""6917529137894636113""",junk,Legendary,Leg Armor,crucible,Titan,1050,1260,Arc Energy Capacity,7,Vault,true,false,false,3,9,,2,2,33,17,2,11,67,36,2,2,23,17,2,11,57,36,legacy,,Recovery Mod*,Golden Trace*,Upgrade Armor*,Phenotype Plasticity Greaves*,,,
Holdfast Grips,3750210364,"""6917529206843737909""",junk,Legendary,Gauntlets,seasonpass,Hunter,1059,1360,Solar Energy Capacity,6,Vault,true,false,false,3,11,,22,6,6,9,12,12,67,0,22,6,6,9,12,12,67,0,legacy,,Upgrade Armor*,,,,,,
Ursa Furiosa,1848640623,"""6917529201661453999""",,Exotic,Gauntlets,,Titan,1050,,Void Energy Capacity,4,Vault,true,true,false,2,4,,19,14,2,8,15,6,64,22,19,14,2,8,15,6,64,22,combatstyle,,Upgrade Armor*,Ursine Guard*,,,,,
Holdfast Vest,2930001572,"""6917529200604276852""",junk,Legendary,Chest Armor,seasonpass,Hunter,1054,1360,Void Energy Capacity,2,Vault,true,false,false,3,11,,20,2,8,13,8,9,60,0,20,2,8,13,8,9,60,0,legacy,,Upgrade Armor*,,,,,,
Holdfast Mask,3097544525,"""6917529198497242716""",junk,Legendary,Helmet,seasonpass,Hunter,1053,1360,Void Energy Capacity,2,Vault,true,false,false,3,11,,2,15,13,6,20,6,62,0,2,15,13,6,20,6,62,0,legacy,,Upgrade Armor*,,,,,,
Dreambane Gauntlets,925079356,"""6917529195240840411""",archive,Legendary,Gauntlets,moon,Titan,1050,1060,Arc Energy Capacity,10,Vault,true,false,false,3,8,,9,19,4,16,8,8,64,25,7,17,2,14,6,6,52,25,legacy,,Upgrade Armor*,Solstice Gauntlets (Magnificent)*,,,,,
Simulator Plate,2005525978,"""6917529203747710561""",junk,Legendary,Chest Armor,fwc,Titan,1050,1310,Arc Energy Capacity,4,Vault,true,false,false,3,10,,2,10,19,20,8,2,61,31,2,10,19,20,8,2,61,31,legacy,,Upgrade Armor*,,,,,,
Icarus Drifter Vest,1399263478,"""6917529236279691956""",,Legendary,Chest Armor,legendaryengram,Hunter,1250,1360,Solar Energy Capacity,5,Vault,true,false,false,3,11,,7,2,20,14,10,6,59,0,7,2,20,14,10,6,59,0,legacy,,Upgrade Armor*,,,,,,
Dreambane Gauntlets,925079356,"""6917529206325253805""",archive,Legendary,Gauntlets,moon,Titan,1060,1060,Solar Energy Capacity,10,Vault,true,false,false,3,8,,19,4,10,15,10,8,66,16,17,2,8,13,8,6,54,16,legacy,,Upgrade Armor*,,,,,,
Solstice Robes (Magnificent),803600051,"""6917529202804989892""",junk,Legendary,Chest Armor,,Warlock,1050,1360,Void Energy Capacity,1,Vault,true,false,false,3,11,Solstice of Heroes,8,8,14,2,12,16,60,32,8,8,14,2,12,16,60,32,legacy,,Change Energy Type*,,,,,,
Holdfast Grips,3750210364,"""6917529198497250545""",junk,Legendary,Gauntlets,seasonpass,Hunter,1053,1360,Arc Energy Capacity,4,Vault,true,true,false,3,11,,6,7,17,12,2,18,62,0,6,7,17,12,2,18,62,0,legacy,,Upgrade Armor*,,,,,,
Citan's Ramparts,1190497097,"""6917529212379575753""",,Exotic,Gauntlets,,Titan,1077,,Void Energy Capacity,1,Vault,true,true,false,3,10,,2,14,13,14,2,14,59,41,2,14,13,14,2,14,59,41,combatstyle,,Change Energy Type*,Assault Barricade*,,,,,
Holdfast Cover,1173249516,"""6917529203883122767""",junk,Legendary,Helmet,seasonpass,Warlock,1059,1360,Solar Energy Capacity,3,Vault,true,true,false,3,11,,7,2,21,11,2,20,63,52,7,2,21,11,2,20,63,52,legacy,,Upgrade Armor*,,,,,,
Holdfast Vest,2930001572,"""6917529197236801285""",junk,Legendary,Chest Armor,seasonpass,Hunter,1051,1360,Arc Energy Capacity,3,Vault,true,false,false,3,11,,13,7,9,2,9,21,61,0,13,7,9,2,9,21,61,0,legacy,,Upgrade Armor*,,,,,,
The Stag,2177524718,"""6917529203902303380""",,Exotic,Helmet,,Warlock,1059,,Void Energy Capacity,1,Vault,true,true,false,1,2,,16,2,16,7,7,16,64,39,16,2,16,7,7,16,64,39,combatstyle,,Change Energy Type*,Dearly Departed*,,,,,
Iron Remembrance Vestments,2614190248,"""6917529187104410046""",junk,Legendary,Chest Armor,ironbanner,Warlock,1050,1310,Solar Energy Capacity,5,Vault,true,false,false,3,10,,9,6,16,12,2,14,59,42,9,6,16,12,2,14,59,42,legacy,,Rage of the Warmind*,Iron Precious*,Upgrade Armor*,,,,
Wild Hunt Vest,1458739906,"""6917529238610512384""",,Legendary,Chest Armor,seasonpass,Hunter,1253,1410,Void Energy Capacity,2,Vault,true,false,false,4,12,,9,6,16,15,9,6,61,0,9,6,16,15,9,6,61,0,combatstyle,,Upgrade Armor*,,,,,,
War Mantis,803939997,"""6917529237988752072""",,Rare,Gauntlets,,Hunter,1249,,Solar Energy Capacity,5,Vault,true,true,false,2,4,,9,8,34,0,0,0,51,0,9,8,34,0,0,0,51,0,,,Upgrade Armor*,,,,,,
Simulator Mask,2915206011,"""6917529193837784855""",junk,Legendary,Helmet,fwc,Hunter,1050,1310,Solar Energy Capacity,1,Vault,true,true,false,3,10,,6,2,19,2,10,17,56,0,6,2,19,2,10,17,56,0,legacy,,Change Energy Type*,,,,,,
Ancient Apocalypse Helm,2002452096,"""6917529194007013178""",junk,Legendary,Helmet,drifter,Titan,1050,1360,Solar Energy Capacity,3,Vault,true,false,false,3,11,,2,2,24,10,13,6,57,32,2,2,24,10,13,6,57,32,legacy,,Gambit Leather*,Upgrade Armor*,,,,,
Wing Contender,3153956825,"""6917529203447128106""",junk,Legendary,Helmet,crucible,Hunter,1058,1360,Void Energy Capacity,5,Vault,true,true,false,3,11,,10,2,18,2,2,23,57,0,10,2,18,2,2,23,57,0,legacy,,Crucible Legacy*,Upgrade Armor*,,,,,
Tangled Web Gauntlets,107232578,"""6917529185553549583""",favorite,Legendary,Gauntlets,legendaryengram,Titan,1050,1060,Void Energy Capacity,9,Vault,true,false,false,3,8,,2,2,25,2,11,19,61,46,2,2,25,2,11,19,61,46,legacy,,Upgrade Armor*,,,,,,
Insight Vikti Hood,597618504,"""6917529219596852141""",,Legendary,Helmet,legendaryengram,Warlock,1209,1360,Solar Energy Capacity,3,Vault,true,false,false,3,11,,18,2,7,24,2,2,55,33,18,2,7,24,2,2,55,33,legacy,,Upgrade Armor*,,,,,,
Anti-Extinction Helm,669535051,"""6917529181854353369""",junk,Legendary,Helmet,do,Titan,1050,1310,Void Energy Capacity,1,Vault,true,true,false,3,10,,9,8,16,6,6,20,65,44,9,8,16,6,6,20,65,44,legacy,,Change Energy Type*,,,,,,
Young Ahamkara's Spine,475652357,"""6917529194017017405""",keep,Exotic,Gauntlets,,Hunter,1050,,Arc Energy Capacity,10,Vault,true,true,false,1,1,,4,11,26,9,9,18,77,0,2,9,24,7,7,16,65,0,combatstyle,,Upgrade Armor*,Wish-Dragon Teeth*,,,,,
Dreambane Plate,2568538788,"""6917529192166341271""",archive,Legendary,Chest Armor,moon,Titan,1050,1060,Arc Energy Capacity,10,Vault,true,false,false,3,8,,4,8,20,4,12,17,65,39,2,6,18,2,10,15,53,39,legacy,,Major Resist*,Sword Reserves*,Sword Reserves*,Taking Charge*,Upgrade Armor*,Empyrean Cartographer Plate*,
Legacy's Oath Vest,4001862073,"""6917529223199053872""",,Legendary,Chest Armor,deepstonecrypt,Hunter,1223,1410,Void Energy Capacity,2,Vault,true,false,false,4,12,,9,6,13,19,9,2,58,0,9,6,13,19,9,2,58,0,"combatstyle,deepstonecrypt",,Upgrade Armor*,,,,,,
Citan's Ramparts,1190497097,"""6917529164786031508""",,Exotic,Gauntlets,,Titan,1050,,Void Energy Capacity,7,Vault,true,true,false,3,10,,7,14,18,9,21,2,71,24,7,14,8,9,21,2,61,24,combatstyle,,Recovery Mod*,Carminica*,Upgrade Armor*,Assault Barricade*,,,
Dreambane Gloves,682780965,"""6917529199106057988""",archive,Legendary,Gauntlets,moon,Warlock,1054,1060,Solar Energy Capacity,10,Vault,true,false,false,3,8,,9,12,13,12,4,14,64,33,7,10,11,10,2,12,52,33,legacy,,Enhanced Submachine Gun Loader*,Enhanced Submachine Gun Loader*,Upgrade Armor*,Valkyrian Gloves*,,,
Holdfast Boots,674876967,"""6917529206643485469""",junk,Legendary,Leg Armor,seasonpass,Warlock,1060,1360,Solar Energy Capacity,6,Vault,true,false,false,3,11,,7,6,20,12,9,12,66,44,7,6,20,12,9,12,66,44,legacy,,Upgrade Armor*,,,,,,
The Sixth Coyote,1474735277,"""6917529185559229896""",keep,Exotic,Chest Armor,,Hunter,1250,,Void Energy Capacity,10,Vault,true,true,false,2,4,,13,9,16,16,4,24,82,0,11,7,14,14,2,12,60,0,combatstyle,,Strength Mod*,Sniper Rifle Reserves*,Sniper Rifle Reserves*,Global Reach*,Upgrade Armor*,Double Dodge*,
Sealed Ahamkara Grasps,1688602431,"""6917529212379579634""",,Exotic,Gauntlets,,Hunter,1080,,Arc Energy Capacity,1,Vault,true,true,false,1,3,,3,7,22,8,14,7,61,0,3,7,22,8,14,7,61,0,combatstyle,,Change Energy Type*,Nightmare Fuel*,,,,,
Simulator Greaves,680132464,"""6917529203926139093""",junk,Legendary,Leg Armor,fwc,Titan,1059,1310,Solar Energy Capacity,4,Vault,true,false,false,3,10,,9,2,19,19,6,7,62,28,9,2,19,19,6,7,62,28,legacy,,Upgrade Armor*,,,,,,
Ophidian Aspect,3627185503,"""6917529203866681299""",,Exotic,Gauntlets,,Warlock,1059,,Arc Energy Capacity,1,Vault,true,true,false,1,2,,3,20,9,9,9,12,62,30,3,20,9,9,9,12,62,30,combatstyle,,Change Energy Type*,Cobra Totemic*,,,,,
Holdfast Mask,3097544525,"""6917529203556258985""",junk,Legendary,Helmet,seasonpass,Hunter,1050,1360,Void Energy Capacity,4,Vault,true,true,false,3,11,,16,2,14,2,10,19,63,0,16,2,14,2,10,19,63,0,legacy,,Upgrade Armor*,,,,,,
Holdfast Gloves,327547301,"""6917529194319903825""",junk,Legendary,Gauntlets,seasonpass,Warlock,1050,1360,Void Energy Capacity,7,Vault,true,true,false,3,11,,8,9,14,30,10,2,73,36,8,9,14,20,10,2,63,36,legacy,,Discipline Mod*,Grenade Launcher Loader*,Upgrade Armor*,,,,
Devastation Complex,433294875,"""6917529204668795871""",junk,Legendary,Helmet,legendaryengram,Titan,1059,1260,Solar Energy Capacity,1,Vault,true,false,false,3,9,,2,20,7,18,10,2,59,29,2,20,7,18,10,2,59,29,legacy,,Change Energy Type*,,,,,,
Righteous Grips,3750877150,"""6917529203556261684""",junk,Legendary,Gauntlets,seasonpass,Hunter,1058,1260,Arc Energy Capacity,3,Vault,true,true,false,3,9,,2,30,2,12,13,2,61,0,2,30,2,12,13,2,61,0,legacy,,Upgrade Armor*,,,,,,
Dreambane Robes,3692187003,"""6917529206643490310""",archive,Legendary,Chest Armor,moon,Warlock,1060,1060,Arc Energy Capacity,10,Vault,true,false,false,3,8,,9,8,13,8,9,14,61,29,7,6,11,6,7,12,49,29,legacy,,Upgrade Armor*,,,,,,
Holdfast Strides,3136019014,"""6917529201793009266""",junk,Legendary,Leg Armor,seasonpass,Hunter,1055,1360,Void Energy Capacity,2,Vault,true,false,false,3,11,,11,14,2,11,2,19,59,0,11,14,2,11,2,19,59,0,legacy,,Upgrade Armor*,,,,,,
Contraverse Hold,1906093346,"""6917529135351209745""",,Exotic,Gauntlets,,Warlock,1060,,Void Energy Capacity,8,Vault,true,true,false,2,4,,10,17,4,2,26,2,61,8,10,17,4,2,26,2,61,8,combatstyle,,Major Resist*,Enhanced Grenade Launcher Loader*,Fastball*,Upgrade Armor*,Chaotic Exchanger*,,
Heart of Inmost Light,1341951177,"""6917529203736633280""",,Exotic,Chest Armor,,Titan,1059,,Solar Energy Capacity,5,Vault,true,true,false,2,4,,11,11,9,17,2,13,63,33,11,11,9,17,2,13,63,33,combatstyle,,Upgrade Armor*,Overflowing Light*,,,,,
Dreambane Boots,1030110631,"""6917529201974471142""",archive,Legendary,Leg Armor,moon,Warlock,1055,1060,Void Energy Capacity,10,Vault,true,false,false,3,8,,9,8,23,14,8,12,74,33,7,6,11,12,6,10,52,33,legacy,,Recovery Mod*,Grenade Launcher Scavenger*,Grenade Launcher Scavenger*,Upgrade Armor*,Phenotype Plasticity Boots*,,
Hallowfire Heart,1192890598,"""6917529203694522735""",keep,Exotic,Chest Armor,,Titan,1058,,Void Energy Capacity,1,Vault,true,true,false,1,1,,10,8,15,6,6,17,62,40,10,8,15,6,6,17,62,40,combatstyle,,Change Energy Type*,Sunfire Furnace*,,,,,
Legacy's Oath Cowl,1462908657,"""6917529238957494945""",,Legendary,Helmet,deepstonecrypt,Warlock,1240,1410,Solar Energy Capacity,1,Vault,true,false,false,4,12,,6,14,12,7,7,15,61,34,6,14,12,7,7,15,61,34,"combatstyle,deepstonecrypt",,Change Energy Type*,,,,,,
Ophidian Aspect,3627185503,"""6917529164066528489""",favorite,Exotic,Gauntlets,,Warlock,1059,,Void Energy Capacity,10,Vault,true,true,false,1,2,,9,4,33,9,17,10,82,36,7,2,21,7,15,8,60,36,combatstyle,,Recovery Mod*,Shotgun Dexterity*,Fastball*,High-Energy Fire*,Upgrade Armor*,Cobra Totemic*,
Cinder Pinion Gloves,3118064579,"""6917529219544255848""",,Legendary,Gauntlets,crucible,Warlock,1206,1410,Arc Energy Capacity,1,Vault,true,true,false,4,12,,2,12,18,2,23,6,63,26,2,12,18,2,23,6,63,26,combatstyle,,Change Energy Type*,,,,,,
Shards of Galanor,691578979,"""6917529210034008715""",,Exotic,Gauntlets,,Hunter,1070,,Void Energy Capacity,2,Vault,true,true,false,2,4,,11,7,13,15,15,2,63,0,11,7,13,15,15,2,63,0,combatstyle,,Upgrade Armor*,Sharp Edges*,,,,,
Wing Discipline,687386728,"""6917529206638726588""",junk,Legendary,Leg Armor,crucible,Titan,1050,1360,Arc Energy Capacity,1,Vault,true,false,false,3,11,,2,19,8,2,20,7,58,34,2,19,8,2,20,7,58,34,legacy,,Crucible Legacy*,Change Energy Type*,,,,,
Holdfast Vest,2930001572,"""6917529203567037088""",junk,Legendary,Chest Armor,seasonpass,Hunter,1058,1360,Void Energy Capacity,6,Vault,true,true,false,3,11,,13,13,2,2,2,25,57,0,13,13,2,2,2,25,57,0,legacy,,Upgrade Armor*,,,,,,
